"customer_id","age","gender","tenure","usage_frequency","support_calls","payment_delay","subscription_type","contract_length","total_spend","last_interaction","churn","churn_status","age_group","tenure_band","spend_tier","usage_band","support_calls_band","payment_delay_band","last_interaction_band","risk_label"
31494,41,"Male",36,7,3,9,"Premium","Annual",615,10,0,"Retained","36-45","Established (25-36m)","Mid (500-699)","Low (7-12)","Medium (3-5)","Moderately Late (8-15d)","Mild Gap (8-14d)","Low"
31495,26,"Male",27,4,1,0,"Standard","Annual",249,12,0,"Retained","26-35","Established (25-36m)","Low (100-299)","Very Low (1-6)","Low (1-2)","On Time","Mild Gap (8-14d)","Low"
31496,33,"Male",41,13,10,26,"Basic","Annual",702,28,1,"Churned","26-35","Loyal (37-48m)","Mid-High (700-899)","Moderate (13-18)","Critical (9-10)","Severely Late (23-30d)","Neglected (22-30d)","Critical"
31497,61,"Male",22,9,9,20,"Basic","Monthly",623,20,0,"Retained","56-65","Growing (13-24m)","Mid (500-699)","Low (7-12)","Critical (9-10)","Very Late (16-22d)","Concerning (15-21d)","High"
31498,48,"Male",18,23,9,17,"Standard","Annual",319,4,0,"Retained","46-55","Growing (13-24m)","Mid-Low (300-499)","High (19-24)","Critical (9-10)","Very Late (16-22d)","Recent (1-7d)","High"
31499,18,"Male",26,21,0,3,"Basic","Quarterly",850,7,0,"Retained","18-25","Established (25-36m)","Mid-High (700-899)","High (19-24)","No Calls","Slightly Late (1-7d)","Recent (1-7d)","Low"
31500,42,"Male",17,10,5,15,"Basic","Annual",631,3,0,"Retained","36-45","Growing (13-24m)","Mid (500-699)","Low (7-12)","Medium (3-5)","Moderately Late (8-15d)","Recent (1-7d)","Medium"
31501,27,"Male",47,4,3,22,"Basic","Monthly",864,18,0,"Retained","26-35","Loyal (37-48m)","Mid-High (700-899)","Very Low (1-6)","Medium (3-5)","Very Late (16-22d)","Concerning (15-21d)","Critical"
31502,53,"Male",59,8,3,4,"Basic","Quarterly",101,15,0,"Retained","46-55","Champion (49-60m)","Low (100-299)","Low (7-12)","Medium (3-5)","Slightly Late (1-7d)","Concerning (15-21d)","Low"
31503,41,"Male",51,15,10,29,"Premium","Quarterly",515,20,1,"Churned","36-45","Champion (49-60m)","Mid (500-699)","Moderate (13-18)","Critical (9-10)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
31504,18,"Male",43,28,9,6,"Standard","Monthly",767,21,0,"Retained","18-25","Loyal (37-48m)","Mid-High (700-899)","Very High (25-30)","Critical (9-10)","Slightly Late (1-7d)","Concerning (15-21d)","Medium"
31505,26,"Male",53,4,7,20,"Premium","Quarterly",763,2,1,"Churned","26-35","Champion (49-60m)","Mid-High (700-899)","Very Low (1-6)","High (6-8)","Very Late (16-22d)","Recent (1-7d)","Critical"
31506,29,"Female",54,5,3,15,"Standard","Quarterly",220,28,0,"Retained","26-35","Champion (49-60m)","Low (100-299)","Very Low (1-6)","Medium (3-5)","Moderately Late (8-15d)","Neglected (22-30d)","Medium"
31507,25,"Male",1,13,6,12,"Basic","Annual",578,1,0,"Retained","18-25","Early (1-12m)","Mid (500-699)","Moderate (13-18)","High (6-8)","Moderately Late (8-15d)","Recent (1-7d)","Medium"
31508,50,"Male",18,19,0,11,"Standard","Monthly",887,1,0,"Retained","46-55","Growing (13-24m)","Mid-High (700-899)","High (19-24)","No Calls","Moderately Late (8-15d)","Recent (1-7d)","Low"
31509,28,"Male",38,9,10,22,"Standard","Quarterly",216,11,1,"Churned","26-35","Loyal (37-48m)","Low (100-299)","Low (7-12)","Critical (9-10)","Very Late (16-22d)","Mild Gap (8-14d)","Critical"
31510,34,"Female",56,18,0,16,"Premium","Quarterly",589,17,0,"Retained","26-35","Champion (49-60m)","Mid (500-699)","Moderate (13-18)","No Calls","Very Late (16-22d)","Concerning (15-21d)","Medium"
31511,22,"Male",13,8,6,1,"Premium","Quarterly",205,5,0,"Retained","18-25","Growing (13-24m)","Low (100-299)","Low (7-12)","High (6-8)","Slightly Late (1-7d)","Recent (1-7d)","Medium"
31512,42,"Male",23,24,2,25,"Premium","Annual",148,17,0,"Retained","36-45","Growing (13-24m)","Low (100-299)","High (19-24)","Low (1-2)","Severely Late (23-30d)","Concerning (15-21d)","Medium"
31513,33,"Male",46,14,6,6,"Basic","Quarterly",897,12,0,"Retained","26-35","Loyal (37-48m)","Mid-High (700-899)","Moderate (13-18)","High (6-8)","Slightly Late (1-7d)","Mild Gap (8-14d)","Medium"
31514,35,"Female",34,1,9,28,"Basic","Monthly",581,22,1,"Churned","26-35","Established (25-36m)","Mid (500-699)","Very Low (1-6)","Critical (9-10)","Severely Late (23-30d)","Neglected (22-30d)","Critical"
31515,28,"Female",50,3,7,28,"Premium","Monthly",185,29,1,"Churned","26-35","Champion (49-60m)","Low (100-299)","Very Low (1-6)","High (6-8)","Severely Late (23-30d)","Neglected (22-30d)","Critical"
31516,47,"Male",31,15,3,0,"Standard","Annual",911,28,0,"Retained","46-55","Established (25-36m)","High (900-1000)","Moderate (13-18)","Medium (3-5)","On Time","Neglected (22-30d)","Low"
31517,62,"Male",46,22,5,25,"Basic","Monthly",999,3,1,"Churned","56-65","Loyal (37-48m)","High (900-1000)","High (19-24)","Medium (3-5)","Severely Late (23-30d)","Recent (1-7d)","Critical"
31518,54,"Male",46,4,3,13,"Standard","Monthly",694,30,0,"Retained","46-55","Loyal (37-48m)","Mid (500-699)","Very Low (1-6)","Medium (3-5)","Moderately Late (8-15d)","Neglected (22-30d)","Medium"
31519,59,"Female",39,6,5,10,"Basic","Annual",649,27,0,"Retained","56-65","Loyal (37-48m)","Mid (500-699)","Very Low (1-6)","Medium (3-5)","Moderately Late (8-15d)","Neglected (22-30d)","Medium"
31520,63,"Male",21,7,1,5,"Basic","Monthly",413,30,0,"Retained","56-65","Growing (13-24m)","Mid-Low (300-499)","Low (7-12)","Low (1-2)","Slightly Late (1-7d)","Neglected (22-30d)","Low"
31521,60,"Male",22,15,7,29,"Standard","Quarterly",295,24,0,"Retained","56-65","Growing (13-24m)","Low (100-299)","Moderate (13-18)","High (6-8)","Severely Late (23-30d)","Neglected (22-30d)","Critical"
31522,38,"Male",29,22,7,4,"Standard","Quarterly",731,27,0,"Retained","36-45","Established (25-36m)","Mid-High (700-899)","High (19-24)","High (6-8)","Slightly Late (1-7d)","Neglected (22-30d)","Medium"
31523,51,"Male",48,20,6,30,"Standard","Quarterly",240,10,1,"Churned","46-55","Loyal (37-48m)","Low (100-299)","High (19-24)","High (6-8)","Severely Late (23-30d)","Mild Gap (8-14d)","Critical"
31524,23,"Female",22,26,7,20,"Basic","Annual",413,2,0,"Retained","18-25","Growing (13-24m)","Mid-Low (300-499)","Very High (25-30)","High (6-8)","Very Late (16-22d)","Recent (1-7d)","High"
31525,19,"Male",2,26,4,21,"Basic","Annual",601,23,0,"Retained","18-25","Early (1-12m)","Mid (500-699)","Very High (25-30)","Medium (3-5)","Very Late (16-22d)","Neglected (22-30d)","High"
31526,24,"Male",58,28,10,2,"Premium","Annual",893,6,0,"Retained","18-25","Champion (49-60m)","Mid-High (700-899)","Very High (25-30)","Critical (9-10)","Slightly Late (1-7d)","Recent (1-7d)","Medium"
31527,60,"Female",51,20,3,14,"Standard","Monthly",226,8,0,"Retained","56-65","Champion (49-60m)","Low (100-299)","High (19-24)","Medium (3-5)","Moderately Late (8-15d)","Mild Gap (8-14d)","Low"
31528,22,"Male",31,20,6,20,"Premium","Annual",267,23,1,"Churned","18-25","Established (25-36m)","Low (100-299)","High (19-24)","High (6-8)","Very Late (16-22d)","Neglected (22-30d)","High"
31529,25,"Male",21,21,1,7,"Basic","Annual",574,12,0,"Retained","18-25","Growing (13-24m)","Mid (500-699)","High (19-24)","Low (1-2)","Slightly Late (1-7d)","Mild Gap (8-14d)","Low"
31530,33,"Male",34,17,7,18,"Basic","Annual",488,16,1,"Churned","26-35","Established (25-36m)","Mid-Low (300-499)","Moderate (13-18)","High (6-8)","Very Late (16-22d)","Concerning (15-21d)","High"
31531,63,"Male",50,8,4,28,"Basic","Annual",329,29,0,"Retained","56-65","Champion (49-60m)","Mid-Low (300-499)","Low (7-12)","Medium (3-5)","Severely Late (23-30d)","Neglected (22-30d)","High"
31532,39,"Male",30,12,3,14,"Standard","Monthly",308,2,0,"Retained","36-45","Established (25-36m)","Mid-Low (300-499)","Low (7-12)","Medium (3-5)","Moderately Late (8-15d)","Recent (1-7d)","Low"
31533,25,"Male",14,17,9,3,"Standard","Quarterly",633,7,0,"Retained","18-25","Growing (13-24m)","Mid (500-699)","Moderate (13-18)","Critical (9-10)","Slightly Late (1-7d)","Recent (1-7d)","Medium"
31534,32,"Male",29,5,1,20,"Premium","Quarterly",996,12,0,"Retained","26-35","Established (25-36m)","High (900-1000)","Very Low (1-6)","Low (1-2)","Very Late (16-22d)","Mild Gap (8-14d)","High"
31535,47,"Male",33,14,10,18,"Standard","Annual",738,19,1,"Churned","46-55","Established (25-36m)","Mid-High (700-899)","Moderate (13-18)","Critical (9-10)","Very Late (16-22d)","Concerning (15-21d)","High"
31536,23,"Female",17,26,7,8,"Basic","Quarterly",314,9,0,"Retained","18-25","Growing (13-24m)","Mid-Low (300-499)","Very High (25-30)","High (6-8)","Moderately Late (8-15d)","Mild Gap (8-14d)","Medium"
31537,54,"Male",11,24,5,15,"Premium","Monthly",804,23,0,"Retained","46-55","Early (1-12m)","Mid-High (700-899)","High (19-24)","Medium (3-5)","Moderately Late (8-15d)","Neglected (22-30d)","Medium"
31538,49,"Male",21,13,8,28,"Standard","Monthly",170,28,0,"Retained","46-55","Growing (13-24m)","Low (100-299)","Moderate (13-18)","High (6-8)","Severely Late (23-30d)","Neglected (22-30d)","Critical"
31539,57,"Male",33,18,10,6,"Premium","Monthly",829,30,0,"Retained","56-65","Established (25-36m)","Mid-High (700-899)","Moderate (13-18)","Critical (9-10)","Slightly Late (1-7d)","Neglected (22-30d)","Medium"
31540,50,"Male",34,21,3,20,"Standard","Monthly",837,11,0,"Retained","46-55","Established (25-36m)","Mid-High (700-899)","High (19-24)","Medium (3-5)","Very Late (16-22d)","Mild Gap (8-14d)","High"
31541,57,"Female",30,16,5,9,"Basic","Quarterly",181,28,0,"Retained","56-65","Established (25-36m)","Low (100-299)","Moderate (13-18)","Medium (3-5)","Moderately Late (8-15d)","Neglected (22-30d)","Medium"
31542,53,"Male",52,10,5,4,"Premium","Quarterly",447,29,0,"Retained","46-55","Champion (49-60m)","Mid-Low (300-499)","Low (7-12)","Medium (3-5)","Slightly Late (1-7d)","Neglected (22-30d)","Medium"
31543,39,"Male",50,24,4,29,"Premium","Monthly",720,20,0,"Retained","36-45","Champion (49-60m)","Mid-High (700-899)","High (19-24)","Medium (3-5)","Severely Late (23-30d)","Concerning (15-21d)","High"
31544,36,"Male",23,28,4,11,"Basic","Monthly",180,2,0,"Retained","36-45","Growing (13-24m)","Low (100-299)","Very High (25-30)","Medium (3-5)","Moderately Late (8-15d)","Recent (1-7d)","Low"
31545,29,"Female",43,6,7,24,"Premium","Annual",517,21,1,"Churned","26-35","Loyal (37-48m)","Mid (500-699)","Very Low (1-6)","High (6-8)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
31546,25,"Female",45,7,3,6,"Premium","Monthly",610,13,0,"Retained","18-25","Loyal (37-48m)","Mid (500-699)","Low (7-12)","Medium (3-5)","Slightly Late (1-7d)","Mild Gap (8-14d)","Low"
31547,40,"Male",43,24,4,26,"Premium","Monthly",634,21,0,"Retained","36-45","Loyal (37-48m)","Mid (500-699)","High (19-24)","Medium (3-5)","Severely Late (23-30d)","Concerning (15-21d)","High"
31548,25,"Male",25,9,3,19,"Standard","Quarterly",714,23,0,"Retained","18-25","Established (25-36m)","Mid-High (700-899)","Low (7-12)","Medium (3-5)","Very Late (16-22d)","Neglected (22-30d)","High"
31549,41,"Female",3,19,1,24,"Basic","Quarterly",424,13,1,"Churned","36-45","Early (1-12m)","Mid-Low (300-499)","High (19-24)","Low (1-2)","Severely Late (23-30d)","Mild Gap (8-14d)","Medium"
31550,61,"Male",28,23,5,26,"Basic","Annual",826,30,1,"Churned","56-65","Established (25-36m)","Mid-High (700-899)","High (19-24)","Medium (3-5)","Severely Late (23-30d)","Neglected (22-30d)","Critical"
31551,54,"Female",50,3,3,2,"Standard","Quarterly",564,14,0,"Retained","46-55","Champion (49-60m)","Mid (500-699)","Very Low (1-6)","Medium (3-5)","Slightly Late (1-7d)","Mild Gap (8-14d)","Medium"
31552,65,"Female",14,25,2,24,"Basic","Monthly",361,23,1,"Churned","56-65","Growing (13-24m)","Mid-Low (300-499)","Very High (25-30)","Low (1-2)","Severely Late (23-30d)","Neglected (22-30d)","Medium"
31553,64,"Female",47,14,3,22,"Basic","Annual",427,29,1,"Churned","56-65","Loyal (37-48m)","Mid-Low (300-499)","Moderate (13-18)","Medium (3-5)","Very Late (16-22d)","Neglected (22-30d)","High"
31554,51,"Male",17,2,7,17,"Basic","Annual",682,29,1,"Churned","46-55","Growing (13-24m)","Mid (500-699)","Very Low (1-6)","High (6-8)","Very Late (16-22d)","Neglected (22-30d)","Critical"
31555,37,"Female",32,12,6,3,"Standard","Annual",825,28,0,"Retained","36-45","Established (25-36m)","Mid-High (700-899)","Low (7-12)","High (6-8)","Slightly Late (1-7d)","Neglected (22-30d)","Medium"
31556,47,"Male",14,20,8,16,"Premium","Monthly",672,30,0,"Retained","46-55","Growing (13-24m)","Mid (500-699)","High (19-24)","High (6-8)","Very Late (16-22d)","Neglected (22-30d)","High"
31557,52,"Male",20,13,6,26,"Standard","Annual",499,15,0,"Retained","46-55","Growing (13-24m)","Mid-Low (300-499)","Moderate (13-18)","High (6-8)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
31558,22,"Male",25,27,5,4,"Standard","Quarterly",562,3,0,"Retained","18-25","Established (25-36m)","Mid (500-699)","Very High (25-30)","Medium (3-5)","Slightly Late (1-7d)","Recent (1-7d)","Medium"
31559,64,"Female",56,5,10,24,"Basic","Annual",716,21,1,"Churned","56-65","Champion (49-60m)","Mid-High (700-899)","Very Low (1-6)","Critical (9-10)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
31560,62,"Female",22,16,4,10,"Basic","Annual",668,14,0,"Retained","56-65","Growing (13-24m)","Mid (500-699)","Moderate (13-18)","Medium (3-5)","Moderately Late (8-15d)","Mild Gap (8-14d)","Low"
31561,59,"Female",10,8,7,6,"Premium","Annual",409,13,0,"Retained","56-65","Early (1-12m)","Mid-Low (300-499)","Low (7-12)","High (6-8)","Slightly Late (1-7d)","Mild Gap (8-14d)","Medium"
31562,42,"Female",46,16,9,1,"Premium","Annual",291,21,0,"Retained","36-45","Loyal (37-48m)","Low (100-299)","Moderate (13-18)","Critical (9-10)","Slightly Late (1-7d)","Concerning (15-21d)","Medium"
31563,40,"Male",2,8,8,7,"Standard","Monthly",821,25,0,"Retained","36-45","Early (1-12m)","Mid-High (700-899)","Low (7-12)","High (6-8)","Slightly Late (1-7d)","Neglected (22-30d)","Medium"
31564,55,"Female",9,9,0,1,"Premium","Quarterly",695,29,0,"Retained","46-55","Early (1-12m)","Mid (500-699)","Low (7-12)","No Calls","Slightly Late (1-7d)","Neglected (22-30d)","Low"
31565,45,"Male",45,23,1,15,"Standard","Annual",871,27,0,"Retained","36-45","Loyal (37-48m)","Mid-High (700-899)","High (19-24)","Low (1-2)","Moderately Late (8-15d)","Neglected (22-30d)","Low"
31566,56,"Male",11,21,8,13,"Premium","Annual",417,19,0,"Retained","56-65","Early (1-12m)","Mid-Low (300-499)","High (19-24)","High (6-8)","Moderately Late (8-15d)","Concerning (15-21d)","Medium"
31567,57,"Male",46,10,0,1,"Basic","Annual",249,29,0,"Retained","56-65","Loyal (37-48m)","Low (100-299)","Low (7-12)","No Calls","Slightly Late (1-7d)","Neglected (22-30d)","Low"
31568,39,"Female",14,1,0,14,"Premium","Quarterly",716,5,0,"Retained","36-45","Growing (13-24m)","Mid-High (700-899)","Very Low (1-6)","No Calls","Moderately Late (8-15d)","Recent (1-7d)","Low"
31569,50,"Male",60,22,3,9,"Premium","Annual",485,2,0,"Retained","46-55","Champion (49-60m)","Mid-Low (300-499)","High (19-24)","Medium (3-5)","Moderately Late (8-15d)","Recent (1-7d)","Low"
31570,27,"Male",2,13,1,28,"Standard","Quarterly",501,2,0,"Retained","26-35","Early (1-12m)","Mid (500-699)","Moderate (13-18)","Low (1-2)","Severely Late (23-30d)","Recent (1-7d)","Medium"
31571,48,"Female",16,3,7,3,"Basic","Quarterly",344,2,0,"Retained","46-55","Growing (13-24m)","Mid-Low (300-499)","Very Low (1-6)","High (6-8)","Slightly Late (1-7d)","Recent (1-7d)","High"
31572,59,"Male",57,26,5,21,"Standard","Annual",429,15,1,"Churned","56-65","Champion (49-60m)","Mid-Low (300-499)","Very High (25-30)","Medium (3-5)","Very Late (16-22d)","Concerning (15-21d)","Critical"
31573,48,"Male",21,14,5,15,"Basic","Annual",801,21,0,"Retained","46-55","Growing (13-24m)","Mid-High (700-899)","Moderate (13-18)","Medium (3-5)","Moderately Late (8-15d)","Concerning (15-21d)","Medium"
31574,53,"Male",49,23,5,2,"Basic","Annual",707,13,0,"Retained","46-55","Champion (49-60m)","Mid-High (700-899)","High (19-24)","Medium (3-5)","Slightly Late (1-7d)","Mild Gap (8-14d)","Medium"
31575,29,"Male",38,18,6,16,"Premium","Annual",343,4,1,"Churned","26-35","Loyal (37-48m)","Mid-Low (300-499)","Moderate (13-18)","High (6-8)","Very Late (16-22d)","Recent (1-7d)","High"
31576,33,"Male",20,27,5,12,"Basic","Quarterly",226,16,0,"Retained","26-35","Growing (13-24m)","Low (100-299)","Very High (25-30)","Medium (3-5)","Moderately Late (8-15d)","Concerning (15-21d)","Medium"
31577,43,"Male",21,2,7,19,"Premium","Monthly",612,9,0,"Retained","36-45","Growing (13-24m)","Mid (500-699)","Very Low (1-6)","High (6-8)","Very Late (16-22d)","Mild Gap (8-14d)","Critical"
31578,61,"Male",49,10,6,2,"Premium","Annual",254,11,0,"Retained","56-65","Champion (49-60m)","Low (100-299)","Low (7-12)","High (6-8)","Slightly Late (1-7d)","Mild Gap (8-14d)","Medium"
31579,58,"Male",30,28,6,27,"Standard","Annual",266,16,1,"Churned","56-65","Established (25-36m)","Low (100-299)","Very High (25-30)","High (6-8)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
31580,27,"Female",36,6,0,19,"Standard","Annual",169,16,0,"Retained","26-35","Established (25-36m)","Low (100-299)","Very Low (1-6)","No Calls","Very Late (16-22d)","Concerning (15-21d)","Medium"
31581,45,"Female",35,19,1,0,"Premium","Annual",336,3,0,"Retained","36-45","Established (25-36m)","Mid-Low (300-499)","High (19-24)","Low (1-2)","On Time","Recent (1-7d)","Low"
31582,32,"Male",37,3,10,26,"Premium","Quarterly",824,7,1,"Churned","26-35","Loyal (37-48m)","Mid-High (700-899)","Very Low (1-6)","Critical (9-10)","Severely Late (23-30d)","Recent (1-7d)","Critical"
31583,29,"Female",3,1,2,18,"Standard","Monthly",952,29,0,"Retained","26-35","Early (1-12m)","High (900-1000)","Very Low (1-6)","Low (1-2)","Very Late (16-22d)","Neglected (22-30d)","High"
31584,42,"Female",33,27,6,9,"Basic","Quarterly",840,26,0,"Retained","36-45","Established (25-36m)","Mid-High (700-899)","Very High (25-30)","High (6-8)","Moderately Late (8-15d)","Neglected (22-30d)","Medium"
31585,23,"Female",36,20,1,11,"Premium","Quarterly",236,11,0,"Retained","18-25","Established (25-36m)","Low (100-299)","High (19-24)","Low (1-2)","Moderately Late (8-15d)","Mild Gap (8-14d)","Low"
31586,36,"Male",58,28,2,19,"Basic","Monthly",566,3,0,"Retained","36-45","Champion (49-60m)","Mid (500-699)","Very High (25-30)","Low (1-2)","Very Late (16-22d)","Recent (1-7d)","Medium"
31587,19,"Female",48,5,0,9,"Premium","Monthly",638,23,0,"Retained","18-25","Loyal (37-48m)","Mid (500-699)","Very Low (1-6)","No Calls","Moderately Late (8-15d)","Neglected (22-30d)","Low"
31588,49,"Female",9,16,5,9,"Premium","Monthly",556,20,0,"Retained","46-55","Early (1-12m)","Mid (500-699)","Moderate (13-18)","Medium (3-5)","Moderately Late (8-15d)","Concerning (15-21d)","Medium"
31589,45,"Female",55,13,6,0,"Basic","Quarterly",264,19,0,"Retained","36-45","Champion (49-60m)","Low (100-299)","Moderate (13-18)","High (6-8)","On Time","Concerning (15-21d)","Medium"
31590,22,"Female",28,13,0,3,"Premium","Quarterly",858,5,0,"Retained","18-25","Established (25-36m)","Mid-High (700-899)","Moderate (13-18)","No Calls","Slightly Late (1-7d)","Recent (1-7d)","Low"
31591,25,"Female",1,14,10,29,"Standard","Monthly",822,22,1,"Churned","18-25","Early (1-12m)","Mid-High (700-899)","Moderate (13-18)","Critical (9-10)","Severely Late (23-30d)","Neglected (22-30d)","Critical"
31592,26,"Female",52,27,7,0,"Basic","Monthly",714,2,0,"Retained","26-35","Champion (49-60m)","Mid-High (700-899)","Very High (25-30)","High (6-8)","On Time","Recent (1-7d)","Medium"
31593,63,"Female",14,10,5,19,"Basic","Annual",372,10,0,"Retained","56-65","Growing (13-24m)","Mid-Low (300-499)","Low (7-12)","Medium (3-5)","Very Late (16-22d)","Mild Gap (8-14d)","High"
31594,27,"Female",23,25,5,11,"Basic","Annual",277,18,0,"Retained","26-35","Growing (13-24m)","Low (100-299)","Very High (25-30)","Medium (3-5)","Moderately Late (8-15d)","Concerning (15-21d)","Medium"
31595,34,"Male",11,4,7,27,"Standard","Monthly",391,6,0,"Retained","26-35","Early (1-12m)","Mid-Low (300-499)","Very Low (1-6)","High (6-8)","Severely Late (23-30d)","Recent (1-7d)","Critical"
31596,60,"Male",8,18,3,5,"Basic","Quarterly",373,20,0,"Retained","56-65","Early (1-12m)","Mid-Low (300-499)","Moderate (13-18)","Medium (3-5)","Slightly Late (1-7d)","Concerning (15-21d)","Low"
31597,27,"Female",22,7,10,28,"Basic","Monthly",439,27,1,"Churned","26-35","Growing (13-24m)","Mid-Low (300-499)","Low (7-12)","Critical (9-10)","Severely Late (23-30d)","Neglected (22-30d)","Critical"
31598,30,"Male",24,20,7,1,"Premium","Quarterly",331,28,0,"Retained","26-35","Growing (13-24m)","Mid-Low (300-499)","High (19-24)","High (6-8)","Slightly Late (1-7d)","Neglected (22-30d)","Medium"
31599,48,"Female",54,20,8,16,"Basic","Annual",178,7,1,"Churned","46-55","Champion (49-60m)","Low (100-299)","High (19-24)","High (6-8)","Very Late (16-22d)","Recent (1-7d)","High"
31600,32,"Male",46,13,8,24,"Standard","Annual",211,16,1,"Churned","26-35","Loyal (37-48m)","Low (100-299)","Moderate (13-18)","High (6-8)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
31601,44,"Female",9,21,0,11,"Premium","Annual",624,1,0,"Retained","36-45","Early (1-12m)","Mid (500-699)","High (19-24)","No Calls","Moderately Late (8-15d)","Recent (1-7d)","Low"
31602,36,"Male",50,27,5,22,"Premium","Monthly",123,1,1,"Churned","36-45","Champion (49-60m)","Low (100-299)","Very High (25-30)","Medium (3-5)","Very Late (16-22d)","Recent (1-7d)","Critical"
31603,31,"Male",36,2,10,10,"Premium","Annual",745,21,0,"Retained","26-35","Established (25-36m)","Mid-High (700-899)","Very Low (1-6)","Critical (9-10)","Moderately Late (8-15d)","Concerning (15-21d)","High"
31604,26,"Female",50,8,8,10,"Standard","Quarterly",740,12,0,"Retained","26-35","Champion (49-60m)","Mid-High (700-899)","Low (7-12)","High (6-8)","Moderately Late (8-15d)","Mild Gap (8-14d)","Medium"
31605,50,"Female",25,18,8,22,"Basic","Annual",655,10,1,"Churned","46-55","Established (25-36m)","Mid (500-699)","Moderate (13-18)","High (6-8)","Very Late (16-22d)","Mild Gap (8-14d)","Critical"
31606,61,"Female",52,9,1,27,"Premium","Monthly",632,23,1,"Churned","56-65","Champion (49-60m)","Mid (500-699)","Low (7-12)","Low (1-2)","Severely Late (23-30d)","Neglected (22-30d)","Medium"
31607,40,"Male",60,26,7,0,"Standard","Monthly",430,11,0,"Retained","36-45","Champion (49-60m)","Mid-Low (300-499)","Very High (25-30)","High (6-8)","On Time","Mild Gap (8-14d)","Medium"
31608,54,"Male",24,6,3,28,"Premium","Monthly",680,16,0,"Retained","46-55","Growing (13-24m)","Mid (500-699)","Very Low (1-6)","Medium (3-5)","Severely Late (23-30d)","Concerning (15-21d)","High"
31609,36,"Female",28,5,0,17,"Premium","Monthly",705,15,0,"Retained","36-45","Established (25-36m)","Mid-High (700-899)","Very Low (1-6)","No Calls","Very Late (16-22d)","Concerning (15-21d)","High"
31610,44,"Male",18,26,2,19,"Standard","Quarterly",645,2,0,"Retained","36-45","Growing (13-24m)","Mid (500-699)","Very High (25-30)","Low (1-2)","Very Late (16-22d)","Recent (1-7d)","Medium"
31611,50,"Female",41,14,2,2,"Standard","Annual",818,16,0,"Retained","46-55","Loyal (37-48m)","Mid-High (700-899)","Moderate (13-18)","Low (1-2)","Slightly Late (1-7d)","Concerning (15-21d)","Low"
31612,34,"Female",3,27,8,14,"Standard","Annual",298,20,0,"Retained","26-35","Early (1-12m)","Low (100-299)","Very High (25-30)","High (6-8)","Moderately Late (8-15d)","Concerning (15-21d)","Medium"
31613,21,"Female",46,14,8,24,"Basic","Quarterly",922,8,1,"Churned","18-25","Loyal (37-48m)","High (900-1000)","Moderate (13-18)","High (6-8)","Severely Late (23-30d)","Mild Gap (8-14d)","Critical"
31614,21,"Female",15,19,6,23,"Premium","Monthly",529,6,1,"Churned","18-25","Growing (13-24m)","Mid (500-699)","High (19-24)","High (6-8)","Severely Late (23-30d)","Recent (1-7d)","Critical"
31615,31,"Male",7,5,5,8,"Standard","Quarterly",768,1,0,"Retained","26-35","Early (1-12m)","Mid-High (700-899)","Very Low (1-6)","Medium (3-5)","Moderately Late (8-15d)","Recent (1-7d)","High"
31616,24,"Female",6,7,9,18,"Standard","Annual",713,4,0,"Retained","18-25","Early (1-12m)","Mid-High (700-899)","Low (7-12)","Critical (9-10)","Very Late (16-22d)","Recent (1-7d)","High"
31617,56,"Female",47,17,5,11,"Standard","Annual",383,27,0,"Retained","56-65","Loyal (37-48m)","Mid-Low (300-499)","Moderate (13-18)","Medium (3-5)","Moderately Late (8-15d)","Neglected (22-30d)","Medium"
31618,55,"Male",52,6,9,27,"Premium","Quarterly",722,30,1,"Churned","46-55","Champion (49-60m)","Mid-High (700-899)","Very Low (1-6)","Critical (9-10)","Severely Late (23-30d)","Neglected (22-30d)","Critical"
31619,22,"Male",11,28,0,23,"Standard","Quarterly",914,1,0,"Retained","18-25","Early (1-12m)","High (900-1000)","Very High (25-30)","No Calls","Severely Late (23-30d)","Recent (1-7d)","Medium"
31620,25,"Male",57,9,2,30,"Premium","Monthly",260,13,0,"Retained","18-25","Champion (49-60m)","Low (100-299)","Low (7-12)","Low (1-2)","Severely Late (23-30d)","Mild Gap (8-14d)","Medium"
31621,53,"Male",11,3,1,19,"Standard","Monthly",244,4,0,"Retained","46-55","Early (1-12m)","Low (100-299)","Very Low (1-6)","Low (1-2)","Very Late (16-22d)","Recent (1-7d)","High"
31622,55,"Female",23,2,1,18,"Premium","Monthly",328,1,0,"Retained","46-55","Growing (13-24m)","Mid-Low (300-499)","Very Low (1-6)","Low (1-2)","Very Late (16-22d)","Recent (1-7d)","High"
31623,28,"Female",10,16,9,26,"Premium","Monthly",416,12,1,"Churned","26-35","Early (1-12m)","Mid-Low (300-499)","Moderate (13-18)","Critical (9-10)","Severely Late (23-30d)","Mild Gap (8-14d)","Critical"
31624,41,"Male",14,6,0,15,"Standard","Monthly",541,23,0,"Retained","36-45","Growing (13-24m)","Mid (500-699)","Very Low (1-6)","No Calls","Moderately Late (8-15d)","Neglected (22-30d)","Low"
